MMSI,Longitude,Latitude,Day,delta_time
413185000,117.764,38.951,1,17
413185000,117.765,38.951,1,20
413185000,117.76700000000001,38.951,1,21
413185000,117.76700000000001,38.951,1,3
413185000,117.76799999999999,38.95,1,16
413185000,117.76899999999999,38.95,1,20
413185000,117.771,38.95,1,21
413185000,117.771,38.95,1,5
413185000,117.772,38.949,1,14
413185000,117.773,38.949,1,21
413185000,117.775,38.948,1,20
413185000,117.775,38.948,1,4
413185000,117.77600000000001,38.948,1,15
413185000,117.777,38.948,1,80
413185000,117.777,38.948,1,-8
413185000,117.781,38.946999999999996,1,9
413185000,117.78200000000001,38.946,1,20
413185000,117.78399999999999,38.946,1,20
413185000,117.785,38.945,1,20
413185000,117.786,38.945,1,19
413185000,117.788,38.945,1,20
413185000,117.789,38.944,1,21
413185000,117.789,38.944,1,4
413185000,117.79,38.944,1,16
413185000,117.791,38.944,1,20
413185000,117.79299999999999,38.94300000000001,1,20
413185000,117.79299999999999,38.94300000000001,1,4
413185000,117.794,38.94300000000001,1,15
413185000,117.79700000000001,38.942,1,41
413185000,117.79700000000001,38.942,1,7
413185000,117.79799999999999,38.942,1,12
413185000,117.79899999999999,38.941,1,21
413185000,117.8,38.941,1,20
413185000,117.802,38.941,1,20
413185000,117.803,38.94,1,20
413185000,117.805,38.94,1,39
413185000,117.807,38.939,1,20
413185000,117.80799999999999,38.939,1,20
413185000,117.809,38.939,1,21
413185000,117.809,38.939,1,5
413185000,117.81,38.938,1,15
413185000,117.81200000000001,38.938,1,20
413185000,117.81299999999999,38.938,1,19
413185000,117.816,38.937,1,40
413185000,117.816,38.937,1,4
413185000,117.81700000000001,38.936,1,15
413185000,117.818,38.936,1,21
413185000,117.819,38.936,1,21
413185000,117.821,38.935,1,19
413185000,117.82,38.936,1,8
413185000,117.822,38.935,1,13
413185000,117.823,38.935,1,20
413185000,117.824,38.934,1,19
413185000,117.82600000000001,38.934,1,20
413185000,117.82700000000001,38.933,1,21
413185000,117.82700000000001,38.933,1,3
413185000,117.82799999999999,38.933,1,16
413185000,117.829,38.933,1,20
413185000,117.831,38.931999999999995,1,22
413185000,117.831,38.931999999999995,1,4
413185000,117.83200000000001,38.931999999999995,1,14
413185000,117.833,38.931999999999995,1,20
413185000,117.835,38.931,1,21
413185000,117.836,38.931,1,18
413185000,117.837,38.931,1,21
413185000,117.84100000000001,38.93,1,62
413185000,117.84100000000001,38.93,1,1
413185000,117.84200000000001,38.929,1,17
413185000,117.84200000000001,38.929,1,6
413185000,117.844,38.929,1,14
413185000,117.845,38.928000000000004,1,21
413185000,117.846,38.928000000000004,1,19
413185000,117.84700000000001,38.928000000000004,1,19
413185000,117.84899999999999,38.927,1,23
413185000,117.85,38.927,1,19
413185000,117.851,38.927,1,19
413185000,117.853,38.926,1,21
413185000,117.854,38.926,1,19
413185000,117.855,38.926,1,19
413185000,117.85700000000001,38.925,1,21
413185000,117.85799999999999,38.925,1,21
413185000,117.85799999999999,38.925,1,7
413185000,117.86,38.924,1,32
413185000,117.86200000000001,38.924,1,20
413185000,117.86200000000001,38.924,1,8
413185000,117.863,38.923,1,12
413185000,117.86399999999999,38.923,1,20
413185000,117.866,38.923,1,20
413185000,117.867,38.922,1,19
413185000,117.868,38.922,1,21
413185000,117.869,38.921,1,20
413185000,117.87100000000001,38.921,1,20
413185000,117.87200000000001,38.921,1,20
413185000,117.87299999999999,38.92,1,20
413185000,117.874,38.92,1,50
413185000,117.874,38.92,1,20
413185000,117.876,38.92,1,50
413185000,117.876,38.92,1,50
413185000,117.876,38.92,1,20
413185000,117.87700000000001,38.919000000000004,1,80
413185000,117.87700000000001,38.919000000000004,1,50
413185000,117.87700000000001,38.919000000000004,1,50
413185000,117.87700000000001,38.919000000000004,1,20
413185000,117.87799999999999,38.919000000000004,1,81
413185000,117.87799999999999,38.919000000000004,1,51
413185000,117.87799999999999,38.919000000000004,1,51
413185000,117.87799999999999,38.919000000000004,1,21
413185000,117.87899999999999,38.919000000000004,1,79
413185000,117.87899999999999,38.919000000000004,1,49
413185000,117.87899999999999,38.919000000000004,1,49
413185000,117.87899999999999,38.919000000000004,1,19
413185000,117.882,38.918,1,100
413185000,117.882,38.918,1,70
413185000,117.882,38.918,1,100
413185000,117.882,38.918,1,70
413185000,117.882,38.918,1,70
413185000,117.882,38.918,1,70
413185000,117.882,38.918,1,40
413185000,117.882,38.918,1,67
413185000,117.882,38.918,1,67
413185000,117.882,38.918,1,37
413185000,117.882,38.918,1,97
413185000,117.882,38.918,1,157
413185000,117.882,38.918,1,127
413185000,117.882,38.918,1,97
413185000,117.882,38.918,1,67
413185000,117.932,38.958,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.982,38.998,1,57
413185000,117.882,38.918,1,37
413185000,117.882,38.918,1,37
413185000,117.882,38.918,1,37
413185000,117.882,38.918,1,7
413185000,117.884,38.917,1,93
413185000,117.884,38.917,1,93
413185000,117.884,38.917,1,63
413185000,117.884,38.917,1,123
413185000,117.884,38.917,1,183
413185000,117.884,38.917,1,153
413185000,117.884,38.917,1,123
413185000,117.884,38.917,1,93
413185000,117.934,38.957,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.984,38.997,1,83
413185000,117.884,38.917,1,63
413185000,117.884,38.917,1,63
413185000,117.884,38.917,1,63
413185000,117.884,38.917,1,33
413185000,117.88600000000001,38.917,1,80
413185000,117.88600000000001,38.917,1,80
413185000,117.88600000000001,38.917,1,50
413185000,117.88600000000001,38.917,1,110
413185000,117.88600000000001,38.917,1,170
413185000,117.88600000000001,38.917,1,140
413185000,117.88600000000001,38.917,1,110
413185000,117.88600000000001,38.917,1,80
413185000,117.936,38.957,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.986,38.997,1,70
413185000,117.88600000000001,38.917,1,50
413185000,117.88600000000001,38.917,1,50
413185000,117.88600000000001,38.917,1,50
413185000,117.88600000000001,38.917,1,20
413185000,117.887,38.917,1,81
413185000,117.887,38.917,1,81
413185000,117.887,38.917,1,51
413185000,117.887,38.917,1,111
413185000,117.887,38.917,1,171
413185000,117.887,38.917,1,141
413185000,117.887,38.917,1,111
413185000,117.887,38.917,1,81
413185000,117.937,38.957,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.987,38.997,1,71
413185000,117.887,38.917,1,51
413185000,117.887,38.917,1,51
413185000,117.887,38.917,1,51
413185000,117.887,38.917,1,21
413185000,117.88799999999999,38.916,1,81
413185000,117.88799999999999,38.916,1,81
413185000,117.88799999999999,38.916,1,51
413185000,117.88799999999999,38.916,1,111
413185000,117.88799999999999,38.916,1,171
413185000,117.88799999999999,38.916,1,141
413185000,117.88799999999999,38.916,1,111
413185000,117.88799999999999,38.916,1,81
413185000,117.93799999999999,38.955999999999996,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.98799999999999,38.995999999999995,1,71
413185000,117.88799999999999,38.916,1,51
413185000,117.88799999999999,38.916,1,51
413185000,117.88799999999999,38.916,1,51
413185000,117.88799999999999,38.916,1,21
413185000,117.889,38.916,1,78
413185000,117.889,38.916,1,78
413185000,117.889,38.916,1,48
413185000,117.889,38.916,1,108
413185000,117.889,38.916,1,168
413185000,117.889,38.916,1,138
413185000,117.889,38.916,1,108
413185000,117.889,38.916,1,78
413185000,117.939,38.955999999999996,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.98899999999999,38.995999999999995,1,68
413185000,117.889,38.916,1,48
413185000,117.889,38.916,1,48
413185000,117.889,38.916,1,48
413185000,117.889,38.916,1,18
413185000,117.89200000000001,38.915,1,102
413185000,117.89200000000001,38.915,1,102
413185000,117.89200000000001,38.915,1,72
413185000,117.89200000000001,38.915,1,132
413185000,117.89200000000001,38.915,1,192
413185000,117.89200000000001,38.915,1,162
413185000,117.89200000000001,38.915,1,132
413185000,117.89200000000001,38.915,1,102
413185000,117.94200000000001,38.955,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.992,38.995,1,92
413185000,117.89200000000001,38.915,1,72
413185000,117.89200000000001,38.915,1,72
413185000,117.89200000000001,38.915,1,72
413185000,117.89200000000001,38.915,1,42
413185000,117.89399999999999,38.914,1,98
413185000,117.89399999999999,38.914,1,98
413185000,117.89399999999999,38.914,1,68
413185000,117.89399999999999,38.914,1,128
413185000,117.89399999999999,38.914,1,188
413185000,117.89399999999999,38.914,1,158
413185000,117.89399999999999,38.914,1,128
413185000,117.89399999999999,38.914,1,98
413185000,117.94399999999999,38.954,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.99399999999999,38.994,1,88
413185000,117.89399999999999,38.914,1,68
413185000,117.89399999999999,38.914,1,68
413185000,117.89399999999999,38.914,1,68
413185000,117.89399999999999,38.914,1,38
413185000,117.897,38.914,1,100
413185000,117.897,38.914,1,100
413185000,117.897,38.914,1,70
413185000,117.897,38.914,1,130
413185000,117.897,38.914,1,190
413185000,117.897,38.914,1,160
413185000,117.897,38.914,1,130
413185000,117.897,38.914,1,100
413185000,117.947,38.954,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.997,38.994,1,90
413185000,117.897,38.914,1,70
413185000,117.897,38.914,1,70
413185000,117.897,38.914,1,70
413185000,117.897,38.914,1,40
413185000,117.898,38.913000000000004,1,80
413185000,117.898,38.913000000000004,1,80
413185000,117.898,38.913000000000004,1,50
413185000,117.898,38.913000000000004,1,110
413185000,117.898,38.913000000000004,1,170
413185000,117.898,38.913000000000004,1,140
413185000,117.898,38.913000000000004,1,110
413185000,117.898,38.913000000000004,1,80
413185000,117.948,38.953,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
413185000,117.99799999999999,38.993,1,70
